subject_id,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
07P1Yi2alvpi0MtJTu7-TmoT5E3x2dABQKiuu_jcnLU,23.424222946166992,47.12873840332031,29.74492645263672,37.69720077514648,98.71942901611328,25.68742179870605,168.4979248046875,101.08618927001952,74.17185974121094,37.11225128173828,64.66703033447266,52.37804412841797,87.12102508544922,16.179780960083008
0AQqSm49JJoFaYTzjDcmRHM4gdwcYZyOqXBZ_yvNy0E,23.46513557434082,48.51380157470703,28.61129379272461,33.7242546081543,96.47671508789062,24.859922409057617,173.20425415039062,98.46199798583984,76.29821014404297,35.4013557434082,66.2021713256836,48.386966705322266,85.3282699584961,16.1658992767334
0PghUpgAgKJiVgHZpWydh6WqIYKYTlzV-5QR7eSR318,21.77333641052246,45.142459869384766,25.588623046875,32.98347854614258,85.88672637939453,21.981809616088867,157.48838806152344,89.68531799316406,72.31201171875,31.20779228210449,55.746341705322266,46.05998229980469,72.43788146972656,14.523147583007812
0QW7SNzqmRooRGXql2nRJG5HmfgDtvxaxDcovjh9DRQ,23.12195205688477,47.71757888793945,27.69164276123047,36.39712905883789,85.08468627929688,23.563514709472656,165.29489135742188,100.69447326660156,76.83104705810547,31.61387252807617,59.997318267822266,52.05490112304688,76.60395050048828,15.654763221740724
0RRTDLueddykSM_-MbQYeCfx43VR1uf19kN8n6L7sJA,22.359691619873047,46.87937927246094,33.30122756958008,35.57838821411133,114.84844970703124,25.25346946716309,165.5545196533203,106.57933807373048,75.19869995117188,33.3183708190918,63.20112228393555,57.0789680480957,100.17544555664062,15.805895805358888
0jBQ2v3WgYwJnB4fk9KcmKxsqjfc7FJjqbhodVZ5B3s,24.535818099975582,50.17389297485352,31.232765197753903,38.93672180175781,104.95321655273438,28.423105239868164,180.3073272705078,100.4983367919922,80.07032775878906,38.89845275878906,69.04634094238281,53.548099517822266,89.51910400390625,16.910911560058594
0ix2B0qPwwgPAyBJM88yn6Wkhl6oLxhlUGOkN8jpt9c,21.690732955932617,41.974891662597656,28.804039001464844,34.199302673339844,87.25470733642578,23.022777557373047,149.0418701171875,94.16708374023438,65.35672760009766,31.211349487304688,55.351295471191406,52.84178924560547,74.2178726196289,14.346322059631348
1AJevVtpMGE2aHjT-G-uV1tCgLvUtogrEeOXGtYr6lU,21.78165054321289,50.13839340209961,21.33392333984375,32.83538055419922,79.5496597290039,21.48011589050293,168.6397247314453,88.93309020996094,82.1096420288086,29.833681106567383,57.75642395019531,44.74565887451172,66.49908447265625,15.28766918182373
0TB8jga-bvUKDzamFAMxKP2Wi5FZbz4CjoDbaJR5rL0,24.85580062866211,44.224884033203125,29.655689239501957,39.718109130859375,93.6969985961914,25.61432838439941,162.92210388183594,98.0520248413086,72.14405822753906,34.61125946044922,62.60725402832031,54.651329040527344,80.22688293457031,15.882019996643066
17dftzvsFs0G2o7C68pLFPFXDCFUoq3Ly0JItV_LAxE,21.834457397460938,44.90415954589844,26.14285659790039,33.49803924560547,86.39918518066406,23.903568267822266,160.7417755126953,92.91204071044922,71.58486938476562,31.535551071166992,59.606422424316406,47.81537628173828,70.2099838256836,15.168564796447754
0rCweWiJLOAeo9TMaNn_fG4sQ8h3xjSjBXIVPVrE9pQ,26.04879379272461,50.83356475830078,34.02691650390625,42.01520538330078,117.3749542236328,29.04545211791992,179.3898468017578,111.95464324951172,81.13914489746094,39.71814727783203,69.27025604248047,61.35791397094727,103.3746337890625,17.39948081970215
2FXVWCFPSgSqnTSjOif2Z8s7GaRfe0GaD9eJfktnGkU,24.522483825683597,45.44686126708984,37.47919845581055,40.53752136230469,117.91885375976562,28.796804428100582,163.6241912841797,115.68265533447266,73.21007537841797,34.70831680297852,61.85999298095703,59.05472183227539,102.89959716796876,18.218996047973636
145HjgF9pF3ZfZSv6aYi961ID9ri0SjP24h6z_Vs7n8,24.095125198364254,52.4139289855957,31.338455200195312,37.24504852294922,102.58877563476562,27.87639045715332,180.6788787841797,105.83240509033205,82.71704864501953,38.4375114440918,68.83177947998047,56.99382400512695,91.35318756103516,17.93816375732422
26gnWpM3ws3ugDnBWRUn014NPtZIw28y1W6lZHSpRk4,24.142162322998047,45.31165313720703,27.45460319519043,37.98824691772461,85.59555053710938,23.804622650146484,167.2351531982422,97.61447143554688,74.90335845947266,33.308345794677734,61.61816787719727,51.595211029052734,73.61280059814453,15.08150863647461
1THGPmtU9KHCGD7ez1tG3OzJ8mhohHH54gB7AHMtZWE,21.912939071655277,45.03219604492188,29.61522102355957,38.28946304321289,93.50924682617188,25.82368278503418,158.90960693359375,102.62230682373048,70.5212631225586,33.48685073852539,60.33341979980469,52.43187713623047,86.88711547851562,15.548578262329102
1olHWQm2nBceX-FNvbqpXRfDzNHDnPEmqE1ll7iMCIo,25.167436599731445,50.2957763671875,29.74842834472656,38.67229843139648,104.01803588867188,27.67972946166992,173.06460571289062,102.46022033691406,78.9515609741211,37.94479751586914,64.82487487792969,54.854373931884766,92.3220672607422,17.235891342163086
3ArIaaPCyGhdCpgQtqN3VSJfdOglct9hjUX6aoq3xrM,25.35019302368164,54.81012725830078,30.19296264648437,37.8798713684082,107.21421813964844,28.143404006958008,185.9285888671875,106.93609619140624,85.75614166259766,39.69141387939453,70.93086242675781,55.9393310546875,99.59527587890624,18.106922149658203
